customer_id,recency_days,frequency,monetary,cluster,cluster_name
22846BA,203,2,58.0,0,沉睡客户
22847BA,182,1,2007.9,0,沉睡客户
22848BA,185,1,1308.0,0,沉睡客户
22849BA,217,2,287.9,0,沉睡客户
22850BA,231,2,587.0,0,沉睡客户
22851BA,218,2,387.0,0,沉睡客户
22852BA,225,2,827.8,0,沉睡客户
22853BA,370,2,618.0,0,沉睡客户
22854BA,241,2,68.0,0,沉睡客户
22855BA,381,2,2337.0,0,沉睡客户
22856BA,164,2,2145.9,0,沉睡客户
22857BA,163,2,287.9,0,沉睡客户
22858BA,368,2,2256.9,0,沉睡客户
22859BA,349,2,1714.9,0,沉睡客户
22860BA,355,2,4037.0,0,沉睡客户
22861BA,158,1,1199.0,0,沉睡客户
22862BA,174,2,287.9,0,沉睡客户
22863BA,145,2,1645.9,0,沉睡客户
22864BA,140,2,68.0,0,沉睡客户
22865BA,166,1,268.9,0,沉睡客户
22866BA,142,2,368.0,0,沉睡客户
22867BA,155,1,349.0,0,沉睡客户
22868BA,135,2,306.9,0,沉睡客户
22869BA,338,2,657.9,0,沉睡客户
22870BA,118,1,3917.9,0,沉睡客户
22871BA,320,2,2275.9,0,沉睡客户
22872BA,287,2,337.9,0,沉睡客户
22873BA,288,2,437.0,0,沉睡客户
22874BA,164,1,3968.0,0,沉睡客户
22875BA,135,2,287.9,0,沉睡客户
22876BA,178,1,268.9,0,沉睡客户
22877BA,287,2,118.0,0,沉睡客户
22878BA,140,1,49.0,0,沉睡客户
22879BA,152,1,268.9,0,沉睡客户
22880BA,257,2,838.0,0,沉睡客户
22881BA,231,3,858.87,0,沉睡客户
22882BA,228,3,8213.97,0,沉睡客户
22883BA,192,2,1416.0,0,沉睡客户
22884BA,159,2,257.9,0,沉睡客户
22885BA,137,2,167.0,0,沉睡客户
22886BA,181,1,3698.0,0,沉睡客户
22887BA,45,2,272.99,0,沉睡客户
22888BA,120,1,1418.9,0,沉睡客户
22889BA,300,1,6897.0,0,沉睡客户
22890BA,251,2,637.0,0,沉睡客户
22891BA,135,2,287.9,0,沉睡客户
22892BA,304,1,3936.9,0,沉睡客户
22893BA,252,2,337.9,0,沉睡客户
22894BA,269,1,3807.0,0,沉睡客户
22895BA,122,2,587.0,0,沉睡客户
22896BA,253,2,337.9,0,沉睡客户
22897BA,100,2,287.9,0,沉睡客户
22898BA,133,1,49.0,0,沉睡客户
22899BA,102,1,268.9,0,沉睡客户
22900BA,129,2,1654.9,0,沉睡客户
22901BA,259,2,337.9,0,沉睡客户
22902BA,117,1,3936.9,0,沉睡客户
22903BA,78,1,549.0,0,沉睡客户
22904BA,74,1,1968.0,0,沉睡客户
22905BA,82,1,808.8,0,沉睡客户
22906BA,253,2,337.9,0,沉睡客户
22907BA,269,2,618.0,0,沉睡客户
22908BA,80,1,287.9,0,沉睡客户
22909BA,76,1,349.0,0,沉睡客户
22910BA,175,1,3917.9,0,沉睡客户
22911BA,222,2,356.9,0,沉睡客户
22912BA,241,1,776.8,0,沉睡客户
22913BA,114,2,1416.0,0,沉睡客户
22914BA,48,1,3698.0,0,沉睡客户
22915BA,66,1,268.9,0,沉睡客户
22916BA,59,1,49.0,0,沉睡客户
22917BA,110,2,368.0,0,沉睡客户
22918BA,101,1,1918.9,0,沉睡客户
22919BA,101,1,2198.0,0,沉睡客户
22920BA,10,1,4398.0,0,沉睡客户
22921BA,125,1,3936.9,0,沉睡客户
22922BA,51,1,49.0,0,沉睡客户
22923BA,14,1,6897.0,0,沉睡客户
22924BA,247,1,3917.9,0,沉睡客户
22925BA,29,1,3917.9,0,沉睡客户
22926BA,41,1,268.9,0,沉睡客户
22927BA,54,1,5198.0,0,沉睡客户
22928BA,169,1,5198.0,0,沉睡客户
22929BA,241,1,3936.9,0,沉睡客户
22930BA,294,1,3917.9,0,沉睡客户
22931BA,126,1,2714.7,0,沉睡客户
22932BA,78,1,706.8,0,沉睡客户
22933BA,113,3,4096.77,0,沉睡客户
22934BA,96,2,306.9,0,沉睡客户
22935BA,108,2,1445.0,0,沉睡客户
22936BA,40,1,1418.9,0,沉睡客户
22937BA,226,1,4417.9,0,沉睡客户
22938BA,98,2,167.0,0,沉睡客户
22939BA,128,1,2598.99,0,沉睡客户
22940BA,21,1,4398.0,0,沉睡客户
22941BA,16,1,4398.0,0,沉睡客户
22942BA,93,2,167.0,0,沉睡客户
22943BA,82,2,38.0,0,沉睡客户
22944BA,116,3,2577.77,0,沉睡客户
22945BA,215,1,3917.9,0,沉睡客户
22946BA,145,1,2598.99,0,沉睡客户
22947BA,43,1,49.0,0,沉睡客户
22948BA,80,1,4475.9,0,沉睡客户
22949BA,93,1,5307.0,0,沉睡客户
22950BA,328,1,6897.0,0,沉睡客户
22951BA,66,3,6455.97,0,沉睡客户
22952BA,52,2,5664.0,0,沉睡客户
22953BA,78,1,1437.9,0,沉睡客户
22954BA,232,2,337.9,0,沉睡客户
22955BA,46,1,769.0,0,沉睡客户
22956BA,79,1,1388.0,0,沉睡客户
22957BA,34,1,1407.0,0,沉睡客户
22958BA,147,1,4417.9,0,沉睡客户
22959BA,21,1,4198.0,0,沉睡客户
22960BA,73,1,98.9,0,沉睡客户
22961BA,351,1,1418.9,0,沉睡客户
22962BA,342,1,4697.0,0,沉睡客户
22963BA,310,1,1199.0,0,沉睡客户
22964BA,124,1,6897.0,0,沉睡客户
22965BA,357,1,2787.99,0,沉睡客户
22966BA,109,2,568.0,0,沉睡客户
22967BA,137,1,359.0,0,沉睡客户
22968BA,4,1,6897.0,0,沉睡客户
22969BA,311,1,1199.0,0,沉睡客户
22970BA,305,1,3997.0,0,沉睡客户
22971BA,268,1,5198.0,0,沉睡客户
22972BA,171,1,6897.0,0,沉睡客户
22973BA,46,1,6897.0,0,沉睡客户
22974BA,72,1,1388.0,0,沉睡客户
22975BA,136,1,1418.9,0,沉睡客户
22976BA,57,1,287.9,0,沉睡客户
22977BA,84,1,1199.0,0,沉睡客户
22978BA,222,1,1418.9,0,沉睡客户
22979BA,365,1,1458.99,0,沉睡客户
22980BA,88,1,1418.9,0,沉睡客户
22981BA,256,1,4398.0,0,沉睡客户
22982BA,37,1,1199.0,0,沉睡客户
22983BA,292,1,4398.0,0,沉睡客户
22984BA,329,1,3807.0,0,沉睡客户
22985BA,152,1,1418.9,0,沉睡客户
22986BA,206,1,1999.0,0,沉睡客户
22987BA,51,1,49.0,0,沉睡客户
22988BA,241,1,59.0,0,沉睡客户
22989BA,202,1,3698.0,0,沉睡客户
22990BA,260,1,1418.9,0,沉睡客户
22991BA,91,2,587.0,0,沉睡客户
22992BA,88,1,1418.9,0,沉睡客户
22993BA,105,1,3917.9,0,沉睡客户
22994BA,145,1,3887.0,0,沉睡客户
22995BA,211,1,4697.0,0,沉睡客户
22996BA,218,2,5236.0,0,沉睡客户
22997BA,181,1,1658.9,0,沉睡客户
22998BA,376,1,288.9,0,沉睡客户
22999BA,181,1,59.0,0,沉睡客户
23000BA,86,2,306.9,0,沉睡客户
23001BA,77,2,407.9,0,沉睡客户
23002BA,357,1,1458.99,0,沉睡客户
23003BA,394,2,437.0,0,沉睡客户
23004BA,278,2,1856.9,0,沉睡客户
23005BA,303,2,417.9,0,沉睡客户
23006BA,299,2,198.0,0,沉睡客户
23007BA,116,1,4898.0,0,沉睡客户
23008BA,289,2,1556.0,0,沉睡客户
23009BA,303,2,198.0,0,沉睡客户
23010BA,277,2,457.0,0,沉睡客户
23011BA,293,2,1794.9,0,沉睡客户
23012BA,277,2,198.0,0,沉睡客户
23013BA,299,2,438.0,0,沉睡客户
23014BA,280,2,3936.0,0,沉睡客户
23015BA,302,2,1815.8,0,沉睡客户
23016BA,281,2,237.9,0,沉睡客户
23017BA,292,2,3746.0,0,沉睡客户
23018BA,298,2,1485.0,0,沉睡客户
23019BA,280,2,1806.8,0,沉睡客户
23020BA,289,2,1466.0,0,沉睡客户
23021BA,247,2,108.0,0,沉睡客户
23022BA,274,2,327.9,0,沉睡客户
23023BA,246,2,1407.0,0,沉睡客户
23024BA,353,1,1478.9,0,沉睡客户
23025BA,388,1,309.0,0,沉睡客户
23026BA,169,1,1439.0,0,沉睡客户
23027BA,71,2,287.9,0,沉睡客户
23028BA,118,1,359.0,0,沉睡客户
23029BA,87,2,368.0,0,沉睡客户
23030BA,55,1,278.9,0,沉睡客户
23031BA,226,1,59.0,0,沉睡客户
23032BA,225,2,356.9,0,沉睡客户
23033BA,228,2,1476.0,0,沉睡客户
23034BA,367,1,1368.0,0,沉睡客户
23035BA,378,1,1727.0,0,沉睡客户
23036BA,79,2,368.0,0,沉睡客户
23037BA,92,2,287.9,0,沉睡客户
23038BA,382,1,1466.9,0,沉睡客户
23039BA,244,2,5236.0,0,沉睡客户
23040BA,90,1,2695.7,0,沉睡客户
23041BA,243,2,1476.0,0,沉睡客户
23042BA,358,1,2907.99,0,沉睡客户
23043BA,344,1,69.0,0,沉睡客户
23044BA,258,1,4116.9,0,沉睡客户
23045BA,346,1,1466.9,0,沉睡客户
23046BA,95,1,3917.9,0,沉睡客户
23047BA,270,1,2038.9,0,沉睡客户
23048BA,238,2,418.0,0,沉睡客户
23049BA,133,1,6897.0,0,沉睡客户
23050BA,82,2,5186.0,0,沉睡客户
23051BA,353,1,69.0,0,沉睡客户
23052BA,349,1,1665.9,0,沉睡客户
23053BA,78,1,59.0,0,沉睡客户
23054BA,352,1,1427.0,0,沉睡客户
23055BA,231,2,618.0,0,沉睡客户
23056BA,86,2,368.0,0,沉睡客户
23057BA,243,2,2256.9,0,沉睡客户
23058BA,56,3,3517.77,0,沉睡客户
23059BA,57,1,26.8,0,沉睡客户
23060BA,371,2,118.0,0,沉睡客户
23061BA,370,2,2337.0,0,沉睡客户
23062BA,359,1,1547.9,0,沉睡客户
23063BA,92,1,268.9,0,沉睡客户
23064BA,152,1,278.9,0,沉睡客户
23065BA,239,2,618.0,0,沉睡客户
23066BA,57,1,3439.0,0,沉睡客户
23067BA,166,1,3698.0,0,沉睡客户
23068BA,87,1,268.9,0,沉睡客户
23069BA,346,1,1466.9,0,沉睡客户
23070BA,197,1,5198.0,0,沉睡客户
23071BA,349,1,307.9,0,沉睡客户
23072BA,77,1,49.0,0,沉睡客户
23073BA,57,1,49.0,0,沉睡客户
23074BA,227,2,637.0,0,沉睡客户
23075BA,47,1,1606.79,0,沉睡客户
23076BA,52,2,2456.77,0,沉睡客户
23077BA,371,2,2256.9,0,沉睡客户
23078BA,86,1,2622.89,0,沉睡客户
23079BA,220,1,1677.9,0,沉睡客户
23080BA,359,1,1746.0,0,沉睡客户
23081BA,188,2,157.9,0,沉睡客户
23082BA,353,1,1727.0,0,沉睡客户
23083BA,322,1,3508.0,0,沉睡客户
23084BA,283,1,1658.9,0,沉睡客户
23085BA,315,1,1427.0,0,沉睡客户
23086BA,48,2,7016.97,0,沉睡客户
23087BA,12,1,4436.9,0,沉睡客户
23088BA,199,2,118.0,0,沉睡客户
23089BA,299,1,3936.9,0,沉睡客户
23090BA,75,1,3917.9,0,沉睡客户
23091BA,348,1,259.0,0,沉睡客户
23092BA,210,2,618.0,0,沉睡客户
23093BA,321,1,69.0,0,沉睡客户
23094BA,181,1,98.9,0,沉睡客户
23095BA,219,1,3737.9,0,沉睡客户
23096BA,288,1,258.0,0,沉睡客户
23097BA,67,1,59.0,0,沉睡客户
23098BA,209,1,3439.0,0,沉睡客户
23099BA,94,1,3439.0,0,沉睡客户
23100BA,190,1,6897.0,0,沉睡客户
23101BA,19,1,2158.9,0,沉睡客户
23102BA,60,1,240.0,0,沉睡客户
23103BA,191,1,797.9,0,沉睡客户
23104BA,8,1,2038.9,0,沉睡客户
23105BA,288,1,4638.0,0,沉睡客户
23106BA,20,1,278.9,0,沉睡客户
23107BA,168,1,297.9,0,沉睡客户
23108BA,145,1,549.99,0,沉睡客户
23109BA,299,1,259.0,0,沉睡客户
23110BA,292,1,309.0,0,沉睡客户
23111BA,305,1,1368.0,0,沉睡客户
23112BA,193,1,78.0,0,沉睡客户
23113BA,350,2,4037.0,0,沉睡客户
23114BA,333,2,5236.0,0,沉睡客户
23115BA,85,1,1658.9,0,沉睡客户
23116BA,278,1,3548.0,0,沉睡客户
23117BA,95,1,78.0,0,沉睡客户
23118BA,163,1,98.9,0,沉睡客户
23119BA,180,1,1677.9,0,沉睡客户
23120BA,261,1,240.0,0,沉睡客户
23121BA,49,1,1645.9,0,沉睡客户
23122BA,130,1,5198.0,0,沉睡客户
23123BA,148,1,2126.99,0,沉睡客户
23124BA,317,2,1495.0,0,沉睡客户
23125BA,257,2,2337.0,0,沉睡客户
23126BA,264,2,618.0,0,沉睡客户
23127BA,270,2,418.0,0,沉睡客户
23128BA,141,1,6946.99,0,沉睡客户
23129BA,140,1,549.99,0,沉睡客户
23130BA,79,1,278.9,0,沉睡客户
23131BA,349,1,3698.0,0,沉睡客户
23132BA,355,1,6897.0,0,沉睡客户
23133BA,243,1,1439.0,0,沉睡客户
23134BA,27,1,3439.0,0,沉睡客户
23135BA,307,1,59.0,0,沉睡客户
23136BA,283,1,59.0,0,沉睡客户
23137BA,93,1,3936.9,0,沉睡客户
23138BA,161,1,1658.9,0,沉睡客户
23139BA,197,1,3698.0,0,沉睡客户
23140BA,124,1,1439.0,0,沉睡客户
23141BA,361,1,297.9,0,沉睡客户
23142BA,288,1,240.0,0,沉睡客户
23143BA,293,1,3738.0,0,沉睡客户
23144BA,108,1,259.0,0,沉睡客户
23145BA,47,1,3897.0,0,沉睡客户
23146BA,150,1,4638.0,0,沉睡客户
23147BA,282,1,1508.0,0,沉睡客户
23148BA,168,1,1658.9,0,沉睡客户
23149BA,215,1,59.0,0,沉睡客户
23150BA,42,1,297.9,0,沉睡客户
23151BA,230,2,118.0,0,沉睡客户
23152BA,217,1,278.9,0,沉睡客户
23153BA,238,1,240.0,0,沉睡客户
23154BA,98,1,240.0,0,沉睡客户
23155BA,264,1,3917.9,0,沉睡客户
23156BA,284,1,6056.0,0,沉睡客户
23157BA,234,1,6174.9,0,沉睡客户
23158BA,103,1,6897.0,0,沉睡客户
23159BA,56,2,3308.98,0,沉睡客户
23160BA,157,1,318.9,0,沉睡客户
23161BA,252,1,2058.0,0,沉睡客户
23162BA,123,1,268.9,0,沉睡客户
23163BA,38,1,2366.0,0,沉睡客户
23164BA,123,1,268.9,0,沉睡客户
23165BA,142,1,1707.0,0,沉睡客户
23166BA,90,1,2257.0,0,沉睡客户
23167BA,146,1,268.9,0,沉睡客户
23168BA,127,1,308.8,0,沉睡客户
23169BA,53,2,403.99,0,沉睡客户
23170BA,138,1,368.0,0,沉睡客户
23171BA,145,1,549.0,0,沉睡客户
23172BA,141,1,268.9,0,沉睡客户
23173BA,150,1,1407.0,0,沉睡客户
23174BA,141,1,3968.0,0,沉睡客户
23175BA,55,1,2317.8,0,沉睡客户
23176BA,142,1,268.9,0,沉睡客户
23177BA,134,1,1968.0,0,沉睡客户
23178BA,234,1,2277.9,0,沉睡客户
23179BA,331,1,2277.9,0,沉睡客户
23180BA,343,1,2317.8,0,沉睡客户
23181BA,125,1,638.9,0,沉睡客户
23182BA,129,1,349.0,0,沉睡客户
23183BA,126,1,268.9,0,沉睡客户
23184BA,1,1,2307.0,0,沉睡客户
23185BA,175,1,2358.0,0,沉睡客户
23186BA,174,2,1655.9,0,沉睡客户
23187BA,173,2,1455.0,0,沉睡客户
23188BA,154,2,1157.0,0,沉睡客户
23189BA,161,2,78.0,0,沉睡客户
23190BA,181,2,1435.0,0,沉睡客户
23191BA,111,1,2567.9,0,沉睡客户
23192BA,268,1,3848.0,0,沉睡客户
23193BA,323,1,5547.0,0,沉睡客户
23194BA,175,2,297.9,0,沉睡客户
23195BA,132,1,5547.0,0,沉睡客户
23196BA,192,1,649.0,0,沉睡客户
23197BA,364,1,649.0,0,沉睡客户
23198BA,176,1,2348.0,0,沉睡客户
23199BA,170,1,2348.0,0,沉睡客户
23200BA,172,2,1655.9,0,沉睡客户
23201BA,177,2,138.0,0,沉睡客户
23202BA,137,1,5198.0,0,沉睡客户
23203BA,55,1,5198.0,0,沉睡客户
23204BA,168,2,1177.0,0,沉睡客户
23205BA,155,1,2567.9,0,沉睡客户
23206BA,29,1,2348.0,0,沉睡客户
23207BA,278,1,649.0,0,沉睡客户
23208BA,212,1,5198.0,0,沉睡客户
23209BA,244,1,4217.9,0,沉睡客户
23210BA,171,2,2276.9,0,沉睡客户
23211BA,355,1,5547.0,0,沉睡客户
23212BA,160,2,858.0,0,沉睡客户
23213BA,162,2,857.9,0,沉睡客户
23214BA,150,2,1515.0,0,沉睡客户
23215BA,144,2,2057.0,0,沉睡客户
23216BA,153,2,138.0,0,沉睡客户
23217BA,156,1,3698.0,0,沉睡客户
23218BA,143,2,357.9,0,沉睡客户
23219BA,120,1,3917.9,0,沉睡客户
23220BA,135,2,138.0,0,沉睡客户
23221BA,145,2,638.0,0,沉睡客户
23222BA,167,2,297.9,0,沉睡客户
23223BA,155,2,187.0,0,沉睡客户
23224BA,155,2,1377.0,0,沉睡客户
23225BA,129,1,2567.9,0,沉睡客户
23226BA,178,2,78.0,0,沉睡客户
23227BA,151,2,138.0,0,沉睡客户
23228BA,249,1,4217.9,0,沉睡客户
23229BA,276,1,1918.9,0,沉睡客户
23230BA,144,1,2348.0,0,沉睡客户
23231BA,311,1,2348.0,0,沉睡客户
23232BA,166,2,1436.0,0,沉睡客户
23233BA,342,1,2567.9,0,沉睡客户
23234BA,95,1,5746.0,0,沉睡客户
23235BA,147,2,277.9,0,沉睡客户
23236BA,136,2,58.0,0,沉睡客户
23237BA,148,2,1655.9,0,沉睡客户
23238BA,136,2,297.9,0,沉睡客户
23239BA,147,2,2356.0,0,沉睡客户
23240BA,129,2,2595.9,0,沉睡客户
23241BA,305,1,2567.9,0,沉睡客户
23242BA,184,1,1999.0,0,沉睡客户
23243BA,147,2,438.0,0,沉睡客户
23244BA,310,1,848.0,0,沉睡客户
23245BA,113,1,5547.0,0,沉睡客户
23246BA,133,2,2154.9,0,沉睡客户
23247BA,144,2,4376.0,0,沉睡客户
23248BA,127,1,1898.0,0,沉睡客户
23249BA,153,2,438.0,0,沉睡客户
23250BA,131,2,438.0,0,沉睡客户
23251BA,130,2,4057.0,0,沉睡客户
23252BA,101,2,438.0,0,沉睡客户
23253BA,41,1,1918.9,0,沉睡客户
23254BA,300,1,575.0,0,沉睡客户
23255BA,345,1,575.0,0,沉睡客户
23256BA,134,1,1407.0,0,沉睡客户
23257BA,157,1,2366.0,0,沉睡客户
23258BA,170,1,75.0,0,沉睡客户
23259BA,11,2,10565.0,0,沉睡客户
23260BA,213,1,4898.0,0,沉睡客户
23261BA,315,1,575.0,0,沉睡客户
23262BA,264,1,94.0,0,沉睡客户
23263BA,323,1,94.0,0,沉睡客户
23264BA,176,1,2058.0,0,沉睡客户
23265BA,239,1,2277.9,0,沉睡客户
23266BA,221,1,2167.0,0,沉睡客户
23267BA,134,1,588.9,0,沉睡客户
23268BA,117,1,2058.0,0,沉睡客户
23269BA,172,1,3698.0,0,沉睡客户
23270BA,64,1,2257.0,0,沉睡客户
23271BA,280,1,2058.0,0,沉睡客户
23272BA,181,2,5856.0,0,沉睡客户
23273BA,348,2,4426.8,0,沉睡客户
23274BA,127,1,268.9,0,沉睡客户
23275BA,352,1,2418.9,0,沉睡客户
23276BA,327,1,5198.0,0,沉睡客户
23277BA,100,2,357.9,0,沉睡客户
23278BA,108,2,138.0,0,沉睡客户
23279BA,107,2,438.0,0,沉睡客户
23280BA,99,2,858.0,0,沉睡客户
23281BA,124,1,2058.0,0,沉睡客户
23282BA,285,1,2257.0,0,沉睡客户
23283BA,54,1,2358.0,0,沉睡客户
23284BA,237,1,1699.0,0,沉睡客户
23285BA,140,1,49.0,0,沉睡客户
23286BA,147,1,2018.0,0,沉睡客户
23287BA,32,2,497.98,0,沉睡客户
23288BA,144,1,318.9,0,沉睡客户
23289BA,114,1,819.0,0,沉睡客户
23290BA,115,1,318.9,0,沉睡客户
23291BA,207,1,3457.99,0,沉睡客户
23292BA,104,1,4018.0,0,沉睡客户
23293BA,32,2,2467.98,0,沉睡客户
23294BA,192,1,2058.0,0,沉睡客户
23295BA,137,1,2806.99,0,沉睡客户
23296BA,105,1,5167.0,0,沉睡客户
23297BA,109,1,1918.9,0,沉睡客户
23298BA,109,1,1699.0,0,沉睡客户
23299BA,30,1,2058.0,0,沉睡客户
23300BA,181,1,1699.0,0,沉睡客户
23301BA,50,1,2097.9,0,沉睡客户
23302BA,93,1,1348.0,0,沉睡客户
23303BA,112,1,49.0,0,沉睡客户
23304BA,290,1,2436.9,0,沉睡客户
23305BA,36,2,403.99,0,沉睡客户
23306BA,258,1,2058.0,0,沉睡客户
23307BA,75,1,2358.0,0,沉睡客户
23308BA,167,1,2218.9,0,沉睡客户
23309BA,277,1,2058.0,0,沉睡客户
23310BA,78,1,418.0,0,沉睡客户
23311BA,73,1,2077.0,0,沉睡客户
23312BA,41,1,318.9,0,沉睡客户
23313BA,149,1,2058.0,0,沉睡客户
23314BA,43,1,418.0,0,沉睡客户
23315BA,292,1,1999.0,0,沉睡客户
23316BA,82,1,418.9,0,沉睡客户
23317BA,13,1,2777.9,0,沉睡客户
23318BA,44,1,318.9,0,沉睡客户
23319BA,309,1,2397.9,0,沉睡客户
23320BA,332,1,3457.99,0,沉睡客户
23321BA,380,1,49.0,0,沉睡客户
23322BA,10,1,2058.0,0,沉睡客户
23323BA,252,1,2257.0,0,沉睡客户
23324BA,185,1,2358.0,0,沉睡客户
23325BA,252,1,2077.0,0,沉睡客户
23326BA,41,2,323.89,0,沉睡客户
23327BA,55,1,1699.0,0,沉睡客户
23328BA,305,1,2077.0,0,沉睡客户
23329BA,51,1,458.8,0,沉睡客户
23330BA,354,1,368.0,0,沉睡客户
23331BA,333,1,49.0,0,沉睡客户
23332BA,34,2,3857.97,0,沉睡客户
23333BA,183,1,2718.9,0,沉睡客户
23334BA,254,1,268.9,0,沉睡客户
23335BA,34,1,1999.0,0,沉睡客户
23336BA,231,1,1606.0,0,沉睡客户
23337BA,108,1,2358.0,0,沉睡客户
23338BA,219,1,2796.9,0,沉睡客户
23339BA,123,1,2257.0,0,沉睡客户
23340BA,62,1,2097.9,0,沉睡客户
23341BA,135,1,2777.9,0,沉睡客户
23342BA,320,1,2277.9,0,沉睡客户
23343BA,161,1,2058.0,0,沉睡客户
23344BA,224,1,49.0,0,沉睡客户
23345BA,284,1,2358.0,0,沉睡客户
23346BA,280,1,2257.0,0,沉睡客户
23347BA,226,1,308.8,0,沉睡客户
23348BA,223,1,49.0,0,沉睡客户
23349BA,205,1,2277.9,0,沉睡客户
23350BA,110,1,568.0,0,沉睡客户
23351BA,104,1,49.0,0,沉睡客户
23352BA,383,2,383.79,0,沉睡客户
23353BA,354,2,4761.99,0,沉睡客户
23354BA,203,1,349.0,0,沉睡客户
23355BA,178,1,268.9,0,沉睡客户
23356BA,178,1,368.0,0,沉睡客户
23357BA,289,2,1531.99,0,沉睡客户
23358BA,162,1,2277.9,0,沉睡客户
23359BA,169,1,2097.9,0,沉睡客户
23360BA,360,1,1918.9,0,沉睡客户
23361BA,265,1,2167.0,0,沉睡客户
23362BA,22,1,2058.0,0,沉睡客户
23363BA,175,1,268.9,0,沉睡客户
23364BA,152,1,549.0,0,沉睡客户
23365BA,136,1,268.9,0,沉睡客户
23366BA,174,1,308.0,0,沉睡客户
23367BA,199,1,2058.0,0,沉睡客户
23368BA,1,1,1699.0,0,沉睡客户
23369BA,49,2,2276.98,0,沉睡客户
23370BA,383,2,519.88,0,沉睡客户
23371BA,340,1,2257.0,0,沉睡客户
23372BA,94,1,5257.0,0,沉睡客户
23373BA,295,2,1481.99,0,沉睡客户
23374BA,199,1,2218.9,0,沉睡客户
23375BA,299,2,343.89,0,沉睡客户
23376BA,120,1,2187.9,0,沉睡客户
23377BA,97,1,349.0,0,沉睡客户
23378BA,122,1,768.9,0,沉睡客户
23379BA,310,1,1999.0,0,沉睡客户
23380BA,253,2,1685.9,0,沉睡客户
23381BA,142,1,2218.9,0,沉睡客户
23382BA,274,2,1466.0,0,沉睡客户
23383BA,10,1,2218.9,0,沉睡客户
23384BA,277,1,1699.0,0,沉睡客户
23385BA,3,1,4898.0,0,沉睡客户
23386BA,277,1,4898.0,0,沉睡客户
23387BA,362,1,1918.9,0,沉睡客户
23388BA,342,1,4898.0,0,沉睡客户
23389BA,214,1,2058.0,0,沉睡客户
23390BA,122,1,268.9,0,沉睡客户
23391BA,197,1,1918.9,0,沉睡客户
23392BA,207,1,4898.0,0,沉睡客户
23393BA,161,1,3956.0,0,沉睡客户
23394BA,323,1,5007.0,0,沉睡客户
23395BA,324,1,4898.0,0,沉睡客户
23396BA,333,1,1918.9,0,沉睡客户
23397BA,157,1,1699.0,0,沉睡客户
23398BA,239,1,75.0,0,沉睡客户
23399BA,196,1,114.9,0,沉睡客户
23400BA,253,2,147.9,0,沉睡客户
23401BA,272,2,1466.0,0,沉睡客户
23402BA,77,1,75.0,0,沉睡客户
23403BA,354,1,75.0,0,沉睡客户
23404BA,90,1,75.0,0,沉睡客户
23405BA,251,2,2146.0,0,沉睡客户
23406BA,42,1,1626.0,0,沉睡客户
23407BA,34,1,69.0,0,沉睡客户
23408BA,246,2,3547.0,0,沉睡客户
23409BA,106,1,568.0,0,沉睡客户
23410BA,272,2,1685.9,0,沉睡客户
23411BA,52,1,5198.0,0,沉睡客户
23412BA,358,1,1999.0,0,沉睡客户
23413BA,73,1,1999.0,0,沉睡客户
23414BA,137,2,1475.9,0,沉睡客户
23415BA,141,2,1177.0,0,沉睡客户
23416BA,24,1,2518.9,0,沉睡客户
23417BA,119,1,549.0,0,沉睡客户
23418BA,196,1,2277.9,0,沉睡客户
23419BA,65,1,2077.0,0,沉睡客户
23420BA,92,1,1999.0,0,沉睡客户
23421BA,255,2,2881.98,0,沉睡客户
23422BA,108,1,349.0,0,沉睡客户
23423BA,135,2,78.0,0,沉睡客户
23424BA,131,2,1377.0,0,沉睡客户
23425BA,148,2,337.8,0,沉睡客户
23426BA,216,1,2567.9,0,沉睡客户
23427BA,317,1,2567.9,0,沉睡客户
23428BA,366,1,5547.0,0,沉睡客户
23429BA,149,2,78.0,0,沉睡客户
23430BA,280,1,649.0,0,沉睡客户
23431BA,76,1,268.9,0,沉睡客户
23432BA,63,1,3968.0,0,沉睡客户
23433BA,358,1,1898.0,0,沉睡客户
23434BA,219,1,2058.0,0,沉睡客户
23435BA,34,1,2058.0,0,沉睡客户
23436BA,110,1,2277.9,0,沉睡客户
23437BA,100,1,268.9,0,沉睡客户
23438BA,100,1,268.9,0,沉睡客户
23439BA,128,2,297.9,0,沉睡客户
23440BA,252,1,2558.0,0,沉睡客户
23441BA,91,1,3457.99,0,沉睡客户
23442BA,191,1,2777.9,0,沉睡客户
23443BA,88,1,2187.9,0,沉睡客户
23444BA,137,2,4022.88,0,沉睡客户
23445BA,112,1,549.0,0,沉睡客户
23446BA,206,1,1999.0,0,沉睡客户
23447BA,104,1,1968.0,0,沉睡客户
23448BA,62,1,268.9,0,沉睡客户
23449BA,68,1,268.9,0,沉睡客户
23450BA,42,1,349.0,0,沉睡客户
23451BA,137,1,2317.8,0,沉睡客户
23452BA,34,1,418.9,0,沉睡客户
23453BA,329,1,2058.0,0,沉睡客户
23454BA,163,1,2358.0,0,沉睡客户
23455BA,34,1,368.0,0,沉睡客户
23456BA,42,1,549.0,0,沉睡客户
23457BA,34,1,1666.8,0,沉睡客户
23458BA,37,1,4606.0,0,沉睡客户
23459BA,384,1,309.0,0,沉睡客户
23460BA,388,1,69.0,0,沉睡客户
23461BA,396,1,1446.0,0,沉睡客户
23462BA,16,1,4898.0,0,沉睡客户
23463BA,352,1,2058.0,0,沉睡客户
